0,1618444988273,1618444988367,63333.91,1.293,63333.3,0.188,63330.05,0.002,63328.66,0.003,63328.46,0.003,63328.09,0.012,63328.0,0.001,63327.97,0.194,63327.36,0.005,63327.11,0.001,63333.92,1.299,63335.98,0.026,63335.99,0.032,63336.01,0.04,63336.71,0.047,63337.04,0.038,63338.1,0.152,63338.11,0.076,63338.52,0.206,63339.75,0.221
0,1618444989299,1618444989361,63338.99,0.071,63337.1,0.939,63337.09,0.555,63335.55,0.039,63334.84,0.967,63334.83,0.052,63334.35,0.1,63334.27,0.2,63333.92,0.047,63333.91,0.123,63339.0,0.37,63341.69,0.042,63341.96,0.35,63343.14,0.1,63343.15,0.06,63343.27,0.001,63343.92,0.205,63343.97,0.002,63346.31,0.093,63346.32,0.083
0,1618444990322,1618444990378,63343.71,0.004,63343.26,0.246,63339.65,0.065,63339.64,0.093,63339.27,0.047,63339.26,0.3,63338.99,0.047,63338.98,0.01,63338.95,0.008,63338.86,0.03,63343.97,0.002,63346.29,0.06,63346.63,0.001,63348.8,0.158,63350.82,0.243,63350.83,0.172,63350.84,0.293,63350.85,0.755,63351.88,0.236,63352.43,1.532
0,1618444991347,1618444991439,63352.51,0.297,63351.91,0.01,63351.32,0.121,63350.57,0.012,63348.25,0.039,63344.92,0.009,63344.12,0.065,63344.11,0.184,63344.1,0.03,63344.07,0.044,63352.52,0.074,63354.31,0.015,63354.63,0.004,63355.04,0.184,63357.06,0.158,63357.83,0.002,63359.2,0.691,63360.29,0.089,63360.7,0.032,63360.71,0.131
0,1618444992348,1618444992443,63357.71,1.022,63357.5,0.58,63357.49,0.471,63357.22,1.193,63356.14,0.01,63352.72,0.032,63352.71,0.044,63352.38,0.157,63351.54,0.002,63351.46,0.191,63357.72,0.143,63357.83,0.002,63362.29,0.001,63362.43,0.039,63363.87,0.237,63364.26,0.06,63364.35,0.032,63365.51,0.03,63365.6,1.164,63366.0,0.404
0,1618444993351,1618444993440,63378.99,0.79,63378.89,0.06,63378.88,0.31,63376.08,0.075,63374.59,0.03,63372.35,0.032,63372.34,0.1,63372.33,0.044,63372.32,0.047,63371.66,0.095,63379.0,0.005,63382.0,0.3,63383.26,0.002,63384.0,0.3,63384.7,2.0,63385.0,0.687,63385.17,1.119,63386.0,0.3,63386.31,0.032,63387.17,0.549
0,1618444994356,1618444994444,63374.1,0.004,63368.13,0.039,63366.0,0.052,63365.99,0.303,63364.48,0.008,63363.0,0.033,63362.08,0.052,63362.07,0.146,63362.05,0.079,63362.02,0.042,63374.11,2.626,63375.58,0.1,63375.59,0.31,63375.64,0.995,63375.66,1.1,63376.0,0.3,63376.34,0.53,63377.99,0.032,63378.0,0.3,63378.75,0.013
0,1618444995390,1618444995449,63348.0,1.879,63346.03,0.23,63346.02,1.076,63346.0,0.3,63345.75,0.04,63344.56,0.626,63344.0,0.3,63343.71,0.039,63343.66,0.001,63342.0,0.3,63348.01,0.042,63352.69,0.236,63354.26,0.03,63354.3,0.06,63354.31,2.306,63354.32,0.206,63354.4,0.042,63354.96,0.168,63355.96,0.009,63356.17,0.236
0,1618444996420,1618444996496,63355.64,0.01,63353.31,0.063,63353.3,0.047,63353.29,0.3,63352.98,0.204,63351.7,0.053,63351.66,0.003,63351.55,0.113,63351.53,0.497,63351.45,0.04,63360.49,0.375,63361.33,0.079,63363.67,0.225,63363.8,0.237,63364.41,0.16,63364.42,0.1,63364.46,0.242,63365.01,0.659,63365.04,0.06,63365.52,0.225
0,1618444997430,1618444997495,63355.03,0.2,63354.59,0.973,63354.49,0.113,63353.38,0.038,63353.15,0.047,63352.0,0.3,63351.66,0.003,63351.53,0.497,63350.0,0.3,63349.1,0.032,63355.04,0.284,63359.04,0.043,63359.06,0.015,63361.43,0.042,63362.27,0.079,63362.28,0.306,63362.31,0.158,63362.33,0.089,63362.66,0.158,63364.0,0.3
0,1618444998436,1618444998510,63359.92,0.077,63357.65,0.079,63357.64,0.956,63355.04,0.142,63352.0,0.038,63351.66,0.003,63351.54,0.084,63351.53,0.497,63350.03,0.032,63350.0,0.069,63359.93,0.64,63362.2,0.042,63362.61,0.089,63362.72,0.16,63364.0,0.3,63364.42,0.325,63364.53,0.236,63365.74,0.546,63365.78,0.541,63365.98,0.659
0,1618444999466,1618444999542,63364.15,0.685,63361.9,0.039,63361.06,0.036,63360.01,0.345,63360.0,0.3,63359.94,0.05,63359.93,0.013,63358.0,0.3,63357.09,0.025,63356.0,0.3,63364.16,0.086,63368.1,0.041,63370.02,0.043,63371.11,0.074,63371.12,0.053,63371.28,0.089,63371.46,0.659,63373.22,0.089,63373.98,0.16,63373.99,0.079
